internal_id,string_external_id,abundance
4448962,9606.ENSP00000418401,31.3
4433468,9606.ENSP00000229390,31.3
4449892,9606.ENSP00000439068,31.3
4439183,9606.ENSP00000318158,31.2
4441959,9606.ENSP00000349687,31
4438692,9606.ENSP00000311449,31
4439018,9606.ENSP00000315702,30.9
4437226,9606.ENSP00000296046,30.8
4442419,9606.ENSP00000354003,30.8
4440219,9606.ENSP00000330945,30.8
4448541,9606.ENSP00000410186,30.7
4433292,9606.ENSP00000223864,30.7
4443302,9606.ENSP00000358363,30.5
4437817,9606.ENSP00000302037,30.5
4448632,9606.ENSP00000411932,30.4
4443867,9606.ENSP00000361097,30.3
4445530,9606.ENSP00000370719,30.3
4443491,9606.ENSP00000359295,30.3
4439402,9606.ENSP00000320935,30.2
4450881,9606.ENSP00000468500,30.1
4442838,9606.ENSP00000356202,30.1
4444483,9606.ENSP00000364119,30.1
4440017,9606.ENSP00000328359,30
4445711,9606.ENSP00000372136,30
4436760,9606.ENSP00000288078,29.9
4449010,9606.ENSP00000419087,29.9
4435094,9606.ENSP00000262494,29.9
4434135,9606.ENSP00000250498,29.8
4436961,9606.ENSP00000292385,29.8
4438418,9606.ENSP00000308515,29.8
4434916,9606.ENSP00000261636,29.7
4445984,9606.ENSP00000375909,29.7
4449667,9606.ENSP00000433352,29.6
4433320,9606.ENSP00000225550,29.6
4446150,9606.ENSP00000377061,29.5
4433922,9606.ENSP00000245185,29.5
4442495,9606.ENSP00000354580,29.4
4440178,9606.ENSP00000330382,29.4
4441146,9606.ENSP00000341360,29.3
4444463,9606.ENSP00000363988,29.2
4445150,9606.ENSP00000368314,29.2
4449467,9606.ENSP00000428756,29.1
4443410,9606.ENSP00000358867,29.1
4433617,9606.ENSP00000234160,29
4446278,9606.ENSP00000377995,29
4434342,9606.ENSP00000254101,29
4436303,9606.ENSP00000278715,28.9
4446147,9606.ENSP00000377055,28.9
4451457,9606.ENSP00000480150,28.9
4434312,9606.ENSP00000253577,28.8
4438349,9606.ENSP00000307706,28.8
4440520,9606.ENSP00000334051,28.8
4436855,9606.ENSP00000290332,28.8
4441842,9606.ENSP00000348538,28.6
4434730,9606.ENSP00000259873,28.6
4452030,9606.ENSP00000485444,28.5
4439499,9606.ENSP00000322170,28.5
4449495,9606.ENSP00000429243,28.4
4441910,9606.ENSP00000349305,28.4
4448107,9606.ENSP00000400142,28.3
4434719,9606.ENSP00000259711,28.3
4443707,9606.ENSP00000360296,28.3
4449298,9606.ENSP00000424595,28.2
4450963,9606.ENSP00000470539,28.1
4448193,9606.ENSP00000401720,28.1
4438312,9606.ENSP00000307288,28.1
4446910,9606.ENSP00000382269,28
4436217,9606.ENSP00000276297,27.9
4445273,9606.ENSP00000369127,27.8
4432979,9606.ENSP00000216727,27.7
4445198,9606.ENSP00000368678,27.7
4441710,9606.ENSP00000347345,27.7
4444228,9606.ENSP00000362728,27.6
4438049,9606.ENSP00000304408,27.5
4438036,9606.ENSP00000304277,27.4
4448914,9606.ENSP00000417602,27.3
4448990,9606.ENSP00000418803,27.3
4448574,9606.ENSP00000410815,27.3
4445513,9606.ENSP00000370589,27.3
4444198,9606.ENSP00000362592,27.3
4439231,9606.ENSP00000318861,27.3
4438061,9606.ENSP00000304592,27.3
4441383,9606.ENSP00000343966,27.2
4442494,9606.ENSP00000354573,27.2
4441554,9606.ENSP00000345774,27.1
4447011,9606.ENSP00000383364,27
4436010,9606.ENSP00000272233,26.9
4435036,9606.ENSP00000262225,26.9
4443026,9606.ENSP00000357060,26.9
4448213,9606.ENSP00000402060,26.8
4438298,9606.ENSP00000307199,26.8
4438206,9606.ENSP00000306261,26.8
4439226,9606.ENSP00000318804,26.8
4441395,9606.ENSP00000344166,26.8
4435945,9606.ENSP00000270517,26.8
4433829,9606.ENSP00000242729,26.6
4434237,9606.ENSP00000252595,26.6
4440986,9606.ENSP00000339787,26.6
4443304,9606.ENSP00000358374,26.5
4432631,9606.ENSP00000053468,26.4
4448709,9606.ENSP00000413908,26.4
4434024,9606.ENSP00000247470,26.4
4451498,9606.ENSP00000480514,26.4
4444567,9606.ENSP00000364613,26.4
4434818,9606.ENSP00000261023,26.3
4441504,9606.ENSP00000345259,26.3
4440655,9606.ENSP00000335261,26.2
4441643,9606.ENSP00000346643,26.2
4441003,9606.ENSP00000339883,26.2
4450401,9606.ENSP00000452697,26.1
4438690,9606.ENSP00000311436,26.1
4445262,9606.ENSP00000369038,26
4434771,9606.ENSP00000260356,26
4444755,9606.ENSP00000365807,26
4433991,9606.ENSP00000246646,26
4444482,9606.ENSP00000364114,26
4447793,9606.ENSP00000393316,25.9
4436571,9606.ENSP00000284240,25.7
4449891,9606.ENSP00000439065,25.7
4439154,9606.ENSP00000317836,25.7
4440852,9606.ENSP00000338191,25.6
4434831,9606.ENSP00000261187,25.6
4445512,9606.ENSP00000370588,25.5
4444992,9606.ENSP00000367284,25.5
4448523,9606.ENSP00000409666,25.4
4451023,9606.ENSP00000472286,25.3
4433877,9606.ENSP00000244043,25.3
4435727,9606.ENSP00000266732,25.2
4451147,9606.ENSP00000475957,25.1
4446765,9606.ENSP00000381102,25
4438797,9606.ENSP00000312599,25
4451540,9606.ENSP00000480946,24.9
4444905,9606.ENSP00000366800,24.9
4441810,9606.ENSP00000348211,24.8
4436226,9606.ENSP00000276461,24.8
4440881,9606.ENSP00000338607,24.8
4433403,9606.ENSP00000228136,24.8
4447267,9606.ENSP00000385749,24.8
4444622,9606.ENSP00000364929,24.7
4445469,9606.ENSP00000370258,24.7
4437192,9606.ENSP00000295770,24.7
4438620,9606.ENSP00000310670,24.7
4448546,9606.ENSP00000410294,24.7
4451218,9606.ENSP00000477572,24.7
4439214,9606.ENSP00000318635,24.7
4444857,9606.ENSP00000366460,24.6
4443345,9606.ENSP00000358548,24.6
4434820,9606.ENSP00000261037,24.5
4433166,9606.ENSP00000221494,24.5
4433450,9606.ENSP00000229238,24.4
4438445,9606.ENSP00000308753,24.3
4448640,9606.ENSP00000412209,24.3
4432842,9606.ENSP00000211076,24.3
4435364,9606.ENSP00000264036,24.3
4449129,9606.ENSP00000420608,24.2
4439314,9606.ENSP00000319817,24.2
4443887,9606.ENSP00000361207,24.1
4450319,9606.ENSP00000450614,24.1
4438279,9606.ENSP00000307014,24.1
4433103,9606.ENSP00000219789,24
4446324,9606.ENSP00000378292,24
4441637,9606.ENSP00000346577,24
4437915,9606.ENSP00000302936,23.9
4447790,9606.ENSP00000393312,23.9
4435717,9606.ENSP00000266646,23.9
4448892,9606.ENSP00000417378,23.9
4443856,9606.ENSP00000361057,23.9
4434649,9606.ENSP00000258729,23.8
4444733,9606.ENSP00000365643,23.8
4438900,9606.ENSP00000313967,23.8
4450748,9606.ENSP00000464619,23.7
4441776,9606.ENSP00000347924,23.7
4451692,9606.ENSP00000482571,23.7
4440841,9606.ENSP00000338030,23.6
4446203,9606.ENSP00000377494,23.6
4448824,9606.ENSP00000416293,23.5
4446704,9606.ENSP00000380734,23.5
4441507,9606.ENSP00000345292,23.5
4444712,9606.ENSP00000365505,23.4
4448341,9606.ENSP00000404873,23.4
4434720,9606.ENSP00000259727,23.3
4439488,9606.ENSP00000321971,23.3
4438474,9606.ENSP00000309117,23.3
4446983,9606.ENSP00000383044,23.2
4442333,9606.ENSP00000353224,23.2
4446005,9606.ENSP00000376132,23.1
4449217,9606.ENSP00000422473,23.1
4445703,9606.ENSP00000372005,23
4434184,9606.ENSP00000251607,23
4448096,9606.ENSP00000399970,23
4451723,9606.ENSP00000482841,22.9
4448798,9606.ENSP00000415786,22.9
4439973,9606.ENSP00000328023,22.9
4433763,9606.ENSP00000240123,22.8
4435842,9606.ENSP00000268704,22.8
4442107,9606.ENSP00000351132,22.7
4436843,9606.ENSP00000290208,22.7
4445800,9606.ENSP00000373509,22.7
4451327,9606.ENSP00000478754,22.7
4442876,9606.ENSP00000356385,22.5
4442879,9606.ENSP00000356391,22.5
4449870,9606.ENSP00000438483,22.5
4439744,9606.ENSP00000325146,22.5
4433646,9606.ENSP00000235329,22.5
4443208,9606.ENSP00000357858,22.4
4448544,9606.ENSP00000410257,22.4
4444167,9606.ENSP00000362456,22.4
4447819,9606.ENSP00000393845,22.4
4444061,9606.ENSP00000362036,22.3
4444664,9606.ENSP00000365174,22.3
4436856,9606.ENSP00000290341,22.3
4434603,9606.ENSP00000258145,22.3
4433342,9606.ENSP00000225899,22.3
4449301,9606.ENSP00000424707,22.3
4449936,9606.ENSP00000440222,22.3
4450391,9606.ENSP00000452347,22.1
4439602,9606.ENSP00000323421,22.1
4451325,9606.ENSP00000478725,22
4441627,9606.ENSP00000346483,22
4441472,9606.ENSP00000344909,22
4449076,9606.ENSP00000419970,21.9
4443543,9606.ENSP00000359504,21.9
4433085,9606.ENSP00000219400,21.9
4443255,9606.ENSP00000358089,21.9
4441880,9606.ENSP00000348984,21.9
4449534,9606.ENSP00000430128,21.9
4442745,9606.ENSP00000355777,21.8
4445662,9606.ENSP00000371634,21.8
4435562,9606.ENSP00000265131,21.8
4442483,9606.ENSP00000354522,21.7
4441312,9606.ENSP00000343158,21.7
4449833,9606.ENSP00000437783,21.6
4444660,9606.ENSP00000365160,21.6
4448459,9606.ENSP00000407586,21.5
4436989,9606.ENSP00000292782,21.5
4435511,9606.ENSP00000264896,21.5
4440366,9606.ENSP00000332511,21.4
4446787,9606.ENSP00000381237,21.4
4444559,9606.ENSP00000364585,21.3
4447865,9606.ENSP00000394770,21.2
4435542,9606.ENSP00000265044,21.2
4433336,9606.ENSP00000225777,21.1
4449183,9606.ENSP00000421689,21.1
4441674,9606.ENSP00000346964,21
4448320,9606.ENSP00000404375,21
4435738,9606.ENSP00000267064,21
4437363,9606.ENSP00000297071,21
4449587,9606.ENSP00000431391,20.9
4438163,9606.ENSP00000305790,20.9
4440566,9606.ENSP00000334448,20.9
4437923,9606.ENSP00000303057,20.9
4433588,9606.ENSP00000233468,20.8
4439982,9606.ENSP00000328088,20.8
4439582,9606.ENSP00000323155,20.8
4443348,9606.ENSP00000358563,20.8
4433396,9606.ENSP00000227667,20.7
4444082,9606.ENSP00000362110,20.7
4450567,9606.ENSP00000457421,20.6
4442718,9606.ENSP00000355623,20.6
4446185,9606.ENSP00000377374,20.6
4447966,9606.ENSP00000397157,20.6
4436146,9606.ENSP00000274569,20.6
4432970,9606.ENSP00000216500,20.5
4438376,9606.ENSP00000307959,20.5
4438945,9606.ENSP00000314615,20.5
4435791,9606.ENSP00000267935,20.5
4433995,9606.ENSP00000246747,20.4
4448673,9606.ENSP00000413035,20.4
4441793,9606.ENSP00000348064,20.4
4435722,9606.ENSP00000266679,20.3
4435628,9606.ENSP00000265651,20.3
4444477,9606.ENSP00000364076,20.1
4438817,9606.ENSP00000312734,20.1
4446975,9606.ENSP00000382972,20.1
4448654,9606.ENSP00000412566,20.1
4443595,9606.ENSP00000359685,20
4444465,9606.ENSP00000363999,20
4438713,9606.ENSP00000311677,20
4445825,9606.ENSP00000373713,20
4444109,9606.ENSP00000362195,20
4445081,9606.ENSP00000367841,19.9
4437029,9606.ENSP00000293760,19.9
4433938,9606.ENSP00000245552,19.9
4442913,9606.ENSP00000356541,19.8
4445277,9606.ENSP00000369146,19.8
4440443,9606.ENSP00000333298,19.8
4448861,9606.ENSP00000417052,19.7
4445142,9606.ENSP00000368265,19.7
4441389,9606.ENSP00000344115,19.7
4441717,9606.ENSP00000347427,19.6
4435411,9606.ENSP00000264279,19.6
4437270,9606.ENSP00000296370,19.6
4449546,9606.ENSP00000430432,19.5
4433677,9606.ENSP00000237172,19.5
4439052,9606.ENSP00000316357,19.5
4443322,9606.ENSP00000358474,19.5
4437833,9606.ENSP00000302194,19.5
4443122,9606.ENSP00000357552,19.5
4439148,9606.ENSP00000317714,19.4
4437113,9606.ENSP00000295079,19.4
4449255,9606.ENSP00000423567,19.4
4433172,9606.ENSP00000221561,19.4
4433089,9606.ENSP00000219439,19.4
4433655,9606.ENSP00000235628,19.4
4447843,9606.ENSP00000394316,19.3
4439308,9606.ENSP00000319756,19.3
4436673,9606.ENSP00000286371,19.3
4439101,9606.ENSP00000317123,19.2
4442445,9606.ENSP00000354280,19.2
4438303,9606.ENSP00000307240,19.2
4446184,9606.ENSP00000377372,19.2
4443311,9606.ENSP00000358414,19.2
4438921,9606.ENSP00000314214,19.2
4450743,9606.ENSP00000464383,19.2
4440697,9606.ENSP00000335620,19.1
4436148,9606.ENSP00000274606,19
4438736,9606.ENSP00000311905,19
4438686,9606.ENSP00000311405,18.9
4436400,9606.ENSP00000280904,18.9
4443673,9606.ENSP00000360162,18.9
4435270,9606.ENSP00000263556,18.9
4439656,9606.ENSP00000323967,18.9
4451760,9606.ENSP00000483313,18.8
4434690,9606.ENSP00000259254,18.8
4449852,9606.ENSP00000438204,18.7
4440130,9606.ENSP00000329797,18.7
4448367,9606.ENSP00000405574,18.7
4440244,9606.ENSP00000331288,18.7
4437593,9606.ENSP00000299697,18.6
4432616,9606.ENSP00000037243,18.6
4440722,9606.ENSP00000336721,18.6
4437071,9606.ENSP00000294383,18.6
4437337,9606.ENSP00000296786,18.6
4438246,9606.ENSP00000306670,18.6
4444221,9606.ENSP00000362702,18.6
4443786,9606.ENSP00000360688,18.5
4441147,9606.ENSP00000341361,18.4
4432772,9606.ENSP00000199706,18.4
4445004,9606.ENSP00000367330,18.3
4442701,9606.ENSP00000355566,18.3
4433590,9606.ENSP00000233557,18.3
4433943,9606.ENSP00000245787,18.3
4446043,9606.ENSP00000376349,18.2
4441172,9606.ENSP00000341657,18.1
4438133,9606.ENSP00000305480,18.1
4450202,9606.ENSP00000446524,18.1
4446442,9606.ENSP00000379057,18
4438654,9606.ENSP00000311083,18
4432575,9606.ENSP00000007699,17.9
4436369,9606.ENSP00000280295,17.9
4448645,9606.ENSP00000412324,17.9
4450740,9606.ENSP00000464327,17.8
4448134,9606.ENSP00000400717,17.7
4447805,9606.ENSP00000393566,17.7
4433893,9606.ENSP00000244360,17.7
4448749,9606.ENSP00000414856,17.7
4451342,9606.ENSP00000478927,17.7
4435095,9606.ENSP00000262498,17.6
4437913,9606.ENSP00000302924,17.6
4446429,9606.ENSP00000378974,17.6
4436952,9606.ENSP00000292180,17.5
4435214,9606.ENSP00000263207,17.5
4434986,9606.ENSP00000261973,17.5
4443290,9606.ENSP00000358283,17.5
4436635,9606.ENSP00000285420,17.5
4442726,9606.ENSP00000355652,17.5
4444062,9606.ENSP00000362041,17.4
4433475,9606.ENSP00000229595,17.3
4449402,9606.ENSP00000427463,17.2
4442948,9606.ENSP00000356705,17.2
4437467,9606.ENSP00000298223,17.2
4451472,9606.ENSP00000480322,17.2
4442808,9606.ENSP00000356070,17.1
4435642,9606.ENSP00000265734,17.1
4439185,9606.ENSP00000318176,17.1
4440840,9606.ENSP00000338019,17.1
4449701,9606.ENSP00000434279,17.1
4434496,9606.ENSP00000256545,17.1
4434474,9606.ENSP00000256366,17.1
4445075,9606.ENSP00000367817,17
4445385,9606.ENSP00000369756,17
4443735,9606.ENSP00000360437,17
4442527,9606.ENSP00000354720,17
4447556,9606.ENSP00000388552,17
4449652,9606.ENSP00000432943,17
4449048,9606.ENSP00000419475,17
4450849,9606.ENSP00000467423,16.9
4435786,9606.ENSP00000267853,16.9
4442517,9606.ENSP00000354677,16.8
4436321,9606.ENSP00000278927,16.8
4432932,9606.ENSP00000216225,16.8
4443094,9606.ENSP00000357384,16.7
4442316,9606.ENSP00000353048,16.7
4437879,9606.ENSP00000302640,16.7
4435230,9606.ENSP00000263270,16.7
4434600,9606.ENSP00000258105,16.7
4440747,9606.ENSP00000336888,16.7
4432986,9606.ENSP00000216832,16.7
4443101,9606.ENSP00000357429,16.7
4441000,9606.ENSP00000339850,16.6
4442431,9606.ENSP00000354111,16.6
4448109,9606.ENSP00000400168,16.6
4437750,9606.ENSP00000301336,16.6
4449033,9606.ENSP00000419370,16.5
4449297,9606.ENSP00000424571,16.5
4434103,9606.ENSP00000249647,16.5
4437173,9606.ENSP00000295666,16.5
4437899,9606.ENSP00000302833,16.4
4449742,9606.ENSP00000435365,16.4
4450624,9606.ENSP00000459943,16.4
4445564,9606.ENSP00000370966,16.4
4442017,9606.ENSP00000350170,16.3
4444031,9606.ENSP00000361900,16.3
4436307,9606.ENSP00000278823,16.3
4439475,9606.ENSP00000321805,16.3
4451720,9606.ENSP00000482826,16.3
4449406,9606.ENSP00000427555,16.3
4439054,9606.ENSP00000316416,16.2
4446089,9606.ENSP00000376623,16.2
4439547,9606.ENSP00000322716,16.2
4441905,9606.ENSP00000349270,16.2
4438256,9606.ENSP00000306788,16.1
4438438,9606.ENSP00000308717,16.1
4451456,9606.ENSP00000480140,16.1
4435836,9606.ENSP00000268661,16.1
4445077,9606.ENSP00000367828,16.1
4437198,9606.ENSP00000295834,16.1
4440929,9606.ENSP00000339161,16
4450627,9606.ENSP00000460236,16
4441641,9606.ENSP00000346634,16
4442007,9606.ENSP00000350071,16
4450566,9606.ENSP00000457411,15.9
4450578,9606.ENSP00000457703,15.8
4448391,9606.ENSP00000406027,15.8
4441740,9606.ENSP00000347648,15.8
4449119,9606.ENSP00000420443,15.8
4439844,9606.ENSP00000326342,15.8
4448934,9606.ENSP00000417806,15.8
4441340,9606.ENSP00000343507,15.7
4445979,9606.ENSP00000375892,15.7
4445392,9606.ENSP00000369810,15.7
4438992,9606.ENSP00000315386,15.7
4450876,9606.ENSP00000468348,15.7
4446333,9606.ENSP00000378323,15.6
4437696,9606.ENSP00000300811,15.6
4443908,9606.ENSP00000361338,15.5
4435113,9606.ENSP00000262623,15.5
4449176,9606.ENSP00000421491,15.5
4450303,9606.ENSP00000450281,15.5
4442217,9606.ENSP00000352157,15.5
4434331,9606.ENSP00000253861,15.5
4448337,9606.ENSP00000404833,15.4
4450629,9606.ENSP00000460348,15.4
4439663,9606.ENSP00000324122,15.4
4433218,9606.ENSP00000222286,15.4
4433722,9606.ENSP00000238823,15.4
4442428,9606.ENSP00000354086,15.4
4432983,9606.ENSP00000216797,15.3
4435165,9606.ENSP00000262932,15.3
4440310,9606.ENSP00000331902,15.3
4444757,9606.ENSP00000365817,15.3
4433803,9606.ENSP00000241502,15.3
4439306,9606.ENSP00000319739,15.2
4447297,9606.ENSP00000386023,15.2
4445626,9606.ENSP00000371388,15.2
4450095,9606.ENSP00000443926,15.1
4437978,9606.ENSP00000303570,15.1
4448443,9606.ENSP00000407182,15.1
4442803,9606.ENSP00000356056,15.1
4446453,9606.ENSP00000379140,15.1
4443174,9606.ENSP00000357748,15.1
4432757,9606.ENSP00000194214,15.1
4446096,9606.ENSP00000376732,15
4433457,9606.ENSP00000229281,15
4433283,9606.ENSP00000223369,15
4450655,9606.ENSP00000461930,15
4447663,9606.ENSP00000390625,15
4442031,9606.ENSP00000350310,15
4436588,9606.ENSP00000284486,15
4444443,9606.ENSP00000363852,15
4433289,9606.ENSP00000223642,14.9
4448638,9606.ENSP00000412178,14.9
4446269,9606.ENSP00000377936,14.9
4450878,9606.ENSP00000468367,14.9
4448380,9606.ENSP00000405890,14.9
4438619,9606.ENSP00000310668,14.9
4448298,9606.ENSP00000404042,14.8
4446479,9606.ENSP00000379282,14.8
4447981,9606.ENSP00000397435,14.8
4435654,9606.ENSP00000265849,14.8
4446668,9606.ENSP00000380466,14.7
4444670,9606.ENSP00000365227,14.7
4435383,9606.ENSP00000264156,14.7
4441715,9606.ENSP00000347416,14.7
4451029,9606.ENSP00000472465,14.7
4444041,9606.ENSP00000361932,14.6
4432702,9606.ENSP00000167588,14.6
4448833,9606.ENSP00000416534,14.6
4433453,9606.ENSP00000229264,14.5
4444114,9606.ENSP00000362208,14.5
4436044,9606.ENSP00000272748,14.5
4437644,9606.ENSP00000300151,14.5
4437774,9606.ENSP00000301585,14.5
4435544,9606.ENSP00000265056,14.5
4446327,9606.ENSP00000378306,14.5
4434567,9606.ENSP00000257770,14.5
4450062,9606.ENSP00000442973,14.5
4434769,9606.ENSP00000260324,14.4
4447376,9606.ENSP00000386443,14.4
4451549,9606.ENSP00000481006,14.4
4449733,9606.ENSP00000435210,14.4
4432914,9606.ENSP00000216122,14.4
4440873,9606.ENSP00000338487,14.4
4448001,9606.ENSP00000397927,14.3
4442377,9606.ENSP00000353608,14.3
4443756,9606.ENSP00000360532,14.3
4445351,9606.ENSP00000369578,14.3
4440730,9606.ENSP00000336752,14.3
4449459,9606.ENSP00000428585,14.2
4442862,9606.ENSP00000356310,14.2
4446417,9606.ENSP00000378887,14.2
4451145,9606.ENSP00000475924,14.2
4445272,9606.ENSP00000369126,14.2
4438221,9606.ENSP00000306425,14.1
4435112,9606.ENSP00000262622,14.1
4433071,9606.ENSP00000219240,14.1
4449032,9606.ENSP00000419361,14.1
4442225,9606.ENSP00000352208,14.1
4433508,9606.ENSP00000230640,14.1
4436340,9606.ENSP00000279227,14
4441026,9606.ENSP00000340274,14
4432829,9606.ENSP00000209540,14
4445162,9606.ENSP00000368414,14
4441604,9606.ENSP00000346251,14
4436125,9606.ENSP00000274311,13.9
4443243,9606.ENSP00000358022,13.9
4451267,9606.ENSP00000478035,13.9
4435105,9606.ENSP00000262554,13.9
4436331,9606.ENSP00000279036,13.9
4436806,9606.ENSP00000289361,13.9
4448658,9606.ENSP00000412733,13.9
4437000,9606.ENSP00000293217,13.9
4439904,9606.ENSP00000327191,13.9
4448111,9606.ENSP00000400184,13.8
4434253,9606.ENSP00000252799,13.8
4437854,9606.ENSP00000302441,13.8
4444514,9606.ENSP00000364289,13.8
4441819,9606.ENSP00000348316,13.7
4444293,9606.ENSP00000363054,13.7
4436503,9606.ENSP00000282588,13.7
4450378,9606.ENSP00000451962,13.7
4433847,9606.ENSP00000243298,13.7
4433384,9606.ENSP00000227266,13.7
4433629,9606.ENSP00000234396,13.7
4438203,9606.ENSP00000306220,13.7
4448165,9606.ENSP00000401303,13.7
4439233,9606.ENSP00000318868,13.6
4435613,9606.ENSP00000265512,13.6
4435298,9606.ENSP00000263694,13.6
4436252,9606.ENSP00000277165,13.6
4434739,9606.ENSP00000259953,13.6
4445111,9606.ENSP00000368022,13.6
4442686,9606.ENSP00000355493,13.6
4446667,9606.ENSP00000380460,13.5
4449420,9606.ENSP00000427866,13.5
4448987,9606.ENSP00000418754,13.5
4432647,9606.ENSP00000064780,13.5
4450195,9606.ENSP00000446271,13.5
4444469,9606.ENSP00000364016,13.5
4443493,9606.ENSP00000359300,13.5
4448463,9606.ENSP00000407685,13.5
4435830,9606.ENSP00000268607,13.4
4450313,9606.ENSP00000450524,13.4
4433832,9606.ENSP00000242786,13.4
4443125,9606.ENSP00000357564,13.4
4450651,9606.ENSP00000461433,13.4
4435663,9606.ENSP00000265960,13.4
4448382,9606.ENSP00000405926,13.4
4437028,9606.ENSP00000293745,13.4
4435370,9606.ENSP00000264059,13.4
4442181,9606.ENSP00000351737,13.3
4439651,9606.ENSP00000323927,13.3
4434124,9606.ENSP00000250237,13.3
4451546,9606.ENSP00000480987,13.3
4436622,9606.ENSP00000285208,13.3
4442311,9606.ENSP00000353013,13.3
4450488,9606.ENSP00000455047,13.3
4438310,9606.ENSP00000307275,13.2
4435548,9606.ENSP00000265070,13.2
4441925,9606.ENSP00000349437,13.2
4442190,9606.ENSP00000351807,13.2
4434869,9606.ENSP00000261396,13.2
4437009,9606.ENSP00000293362,13.2
4434967,9606.ENSP00000261875,13.2
4444280,9606.ENSP00000362991,13.1
4437540,9606.ENSP00000299157,13.1
4445995,9606.ENSP00000376024,13.1
4445498,9606.ENSP00000370508,13.1
4451316,9606.ENSP00000478610,13.1
4445538,9606.ENSP00000370750,13.1
4438297,9606.ENSP00000307197,13.1
4451554,9606.ENSP00000481038,13.1
4436930,9606.ENSP00000291700,13
4434976,9606.ENSP00000261891,13
4450768,9606.ENSP00000465231,13
4449827,9606.ENSP00000437621,13
4437602,9606.ENSP00000299759,13
4447688,9606.ENSP00000391311,13
4436796,9606.ENSP00000289104,12.9
4449637,9606.ENSP00000432648,12.9
4438396,9606.ENSP00000308275,12.9
4437275,9606.ENSP00000296420,12.9
4433171,9606.ENSP00000221543,12.9
4447838,9606.ENSP00000394178,12.9
4448227,9606.ENSP00000402346,12.8
4441250,9606.ENSP00000342344,12.8
4443104,9606.ENSP00000357448,12.8
4443404,9606.ENSP00000358853,12.8
4432851,9606.ENSP00000214869,12.8
4434946,9606.ENSP00000261776,12.8
4447440,9606.ENSP00000386894,12.8
4448780,9606.ENSP00000415283,12.8
4441724,9606.ENSP00000347484,12.8
4451177,9606.ENSP00000476767,12.7
4439139,9606.ENSP00000317579,12.7
4444037,9606.ENSP00000361926,12.7
4434952,9606.ENSP00000261799,12.7
4433846,9606.ENSP00000243253,12.7
4439807,9606.ENSP00000325941,12.7
4438650,9606.ENSP00000311030,12.7
4437894,9606.ENSP00000302801,12.7
4435687,9606.ENSP00000266085,12.7
4433055,9606.ENSP00000218548,12.6
4436522,9606.ENSP00000283131,12.6
4446073,9606.ENSP00000376532,12.6
4447332,9606.ENSP00000386187,12.6
4434375,9606.ENSP00000254667,12.6
4435990,9606.ENSP00000271688,12.6
4435007,9606.ENSP00000262105,12.6
4441114,9606.ENSP00000341082,12.6
4450250,9606.ENSP00000448083,12.6
4434236,9606.ENSP00000252593,12.5
4450716,9606.ENSP00000463653,12.5
4451902,9606.ENSP00000484928,12.5
4442145,9606.ENSP00000351446,12.5
4443776,9606.ENSP00000360644,12.5
4451616,9606.ENSP00000481842,12.4
4446593,9606.ENSP00000379999,12.4
4440053,9606.ENSP00000328848,12.4
4444706,9606.ENSP00000365465,12.4
4451639,9606.ENSP00000482133,12.4
4440706,9606.ENSP00000335677,12.4
4438741,9606.ENSP00000311997,12.4
4433226,9606.ENSP00000222388,12.4
4451603,9606.ENSP00000481675,12.4
4438726,9606.ENSP00000311766,12.3
4432955,9606.ENSP00000216410,12.3
4442405,9606.ENSP00000353850,12.3
4443792,9606.ENSP00000360727,12.3
4432746,9606.ENSP00000187762,12.3
4437588,9606.ENSP00000299638,12.3
4433940,9606.ENSP00000245615,12.3
4442514,9606.ENSP00000354665,12.2
4451094,9606.ENSP00000474135,12.2
4450216,9606.ENSP00000447000,12.2
4451282,9606.ENSP00000478289,12.2
4448033,9606.ENSP00000398597,12.2
4451466,9606.ENSP00000480297,12.2
4435746,9606.ENSP00000267119,12.2
4447064,9606.ENSP00000384015,12.2
4446948,9606.ENSP00000382707,12.2
4446716,9606.ENSP00000380837,12.2
4449063,9606.ENSP00000419718,12.2
4450471,9606.ENSP00000454699,12.2
4448322,9606.ENSP00000404432,12.1
4448350,9606.ENSP00000405165,12.1
4437395,9606.ENSP00000297338,12.1
4448055,9606.ENSP00000398930,12.1
4450638,9606.ENSP00000460871,12.1
4450262,9606.ENSP00000448598,12.1
4432809,9606.ENSP00000205061,12.1
4451352,9606.ENSP00000479064,12.1
4436200,9606.ENSP00000275954,12.1
4446067,9606.ENSP00000376472,12.1
4436126,9606.ENSP00000274341,12.1
4441937,9606.ENSP00000349508,12
4442074,9606.ENSP00000350719,12
4434419,9606.ENSP00000255194,12
4438498,9606.ENSP00000309430,12
4434364,9606.ENSP00000254528,12
4436608,9606.ENSP00000284981,12
4449450,9606.ENSP00000428426,12
4439689,9606.ENSP00000324464,12
4439800,9606.ENSP00000325863,12
4432946,9606.ENSP00000216297,12
4444420,9606.ENSP00000363714,12
4434122,9606.ENSP00000250124,11.9
4435693,9606.ENSP00000266263,11.9
4446873,9606.ENSP00000381932,11.9
4433594,9606.ENSP00000233616,11.9
4439320,9606.ENSP00000319918,11.9
4451151,9606.ENSP00000476119,11.9
4446493,9606.ENSP00000379366,11.9
4435335,9606.ENSP00000263918,11.9
4441519,9606.ENSP00000345412,11.9
4433723,9606.ENSP00000238831,11.9
4436138,9606.ENSP00000274496,11.9
